title,model_family,generation_number,is_pro,storage_gb_numeric,condition,price,wasPrice,price_discount_pct,available,sold,was_lot
Optional Colors Apple iPhone 12 Pro Max - 128/256/512GB- Unlocked With face ID,iPhone 12 Pro Max,12.0,True,512.0,Used,341.55,,,10.0,1.0,False
Apple iPhone 15 A2846 MTLV3LL/A 128GB Unlocked Clean ESN Good (DSM),iPhone 15,15.0,False,128.0,Good - Refurbished,359.95,,,8.0,9.0,False
Apple iPhone 12 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good Refurbish,iPhone 12,12.0,False,256.0,Very Good - Refurbished,269.95,,,4.0,14.0,False
NEW SEALED Apple iPhone 13 MINI A2481 128/256GB Unlocked GSM CDMA All Colors,iPhone 13 Mini,13.0,False,256.0,New,321.43,,,0.0,1.0,False
New Sealed Apple iPhone 13 MINI 5G 128/256/512GB A2481 Unlocked 2 year warranty⚡,iPhone 13 Mini,13.0,False,512.0,New,321.43,,,0.0,2.0,False
Apple iPhone 12 - 128GB - Fully Unlocked - ALL CARRIERS - VERY GOOD Condition,iPhone 12,12.0,False,128.0,Very Good - Refurbished,224.99,,,10.0,14.0,False
Apple iPhone 12 64GB - Fully Unlocked - GOOD Condition,iPhone 12,12.0,False,64.0,Good - Refurbished,187.99,,,5.0,6.0,False
Apple iPhone 12 Pro Max A2342 256GB Pacific Blue Unlocked Fair,iPhone 12 Pro Max,12.0,True,256.0,Used,250.99,361.7,30.61,0.0,2.0,False
Apple iPhone 13 mini - (Unlocked) - 128GB 256GB 512GB - A2481 - Excellent,iPhone 13 Mini,13.0,False,128.0,Open Box,321.01,,,2.0,2.0,False
Apple iPhone 14 Plus 128GB Fully Unlocked - ALL CARRIERS - VERY GOOD Condition,iPhone 14 Plus,14.0,False,128.0,Very Good - Refurbished,304.99,,,5.0,9.0,False
Apple iPhone 12 Pro Max 128GB - Fully Unlocked - VERY GOOD Condition,iPhone 12 Pro Max,12.0,True,128.0,Very Good - Refurbished,324.99,,,0.0,8.0,False
New in Box Apple iPhone 14 PRO MAX 5G 128/256/512GB 1TB Unlocked Smartphone USA,iPhone 14 Pro Max,14.0,True,512.0,New,629.51,,,0.0,2.0,False
NEW SEALED APPLE IPHONE 14 PRO MAX 128GB 256G 512G FACTORY UNLOCKED ALL CARRIERS,iPhone 14 Pro Max,14.0,True,128.0,New,699.99,,,3.0,1.0,False
New Sealed Apple iPhone 13 MINI 5G 128/256/512GB A2481 Unlocked for All Carrier⚡,iPhone 13 Mini,13.0,False,512.0,New,321.43,,,0.0,3.0,False
NewApple iPhone 17 Pro Max UNLOCKED 256GB Deep Blue 📱 Sealed ✅ FREE SHIPPING,iPhone 17 Pro Max,17.0,True,256.0,New,1498.0,,,2.0,1.0,False
NEW SEALED Apple iPhone 13 MINI A2481 128~256G Unlocked GSM CDMA Free shipping,iPhone 13 Mini,13.0,False,128.0,New,321.41,,,0.0,1.0,False
Apple iPhone 12 PRO MAX 128GB │256GB│512GB (UNLOCKED) 🔋100% BATTERY🔋 ✤SEALED✤,iPhone 12 Pro Max,12.0,True,128.0,New,429.99,,,8.0,789.0,False
Apple iPhone 13 - 128GB 256GB 512GB (UNLOCKED) ✅1 YEAR WARRANTY ✅ ⚫⚪🔴🔵 ✤O/B✤,iPhone 13,13.0,False,128.0,Open Box,429.95,,,0.0,287.0,False
Apple iPhone 13 - 128GB (FACTORY UNLOCKED) ✅ 1 YEAR WARRANTY ✅ BLUE ❖SEALED❖,iPhone 13,13.0,False,128.0,New,366.95,,,10.0,42.0,False
APPLE IPHONE 14 - 128GB 256GB (FACTORY UNLOCKED) 100% BATTERY ⚫⚪🔴🔵 ✤SEALED✤,iPhone 14,14.0,False,128.0,New,422.95,,,10.0,1127.0,False
APPLE IPHONE 14 - 128GB (FACTORY UNLOCKED) MIDNIGHT ⚫️ ✅1 YEAR WARANTY✅ ✤SEALED✤,iPhone 14,14.0,False,128.0,New,419.95,,,10.0,91.0,False
Apple iPhone 12 - 64GB-256GB - Fully Unlocked - VERY Good Condition,iPhone 12,12.0,False,64.0,Very Good - Refurbished,188.99,,,22.0,93.0,False
Apple iPhone 12 64GB-256GB - Fully Unlocked - EXCELLENT Condition,iPhone 12,12.0,False,64.0,Excellent - Refurbished,202.99,,,0.0,261.0,False
Apple iPhone 12 Pro Max 128GB - Fully Unlocked - VERY GOOD Condition,iPhone 12 Pro Max,12.0,True,128.0,Very Good - Refurbished,314.99,,,4.0,1906.0,False
Apple iPhone 12 Pro Max A2411 GSM Unlocked Excellent A Condition.,iPhone 12 Pro Max,12.0,True,128.0,Used,490.0,,,0.0,3.0,False
Apple iPhone 12 Pro Max 128GB Fully Unlocked - EXCELLENT Condition,iPhone 12 Pro Max,12.0,True,128.0,Excellent - Refurbished,324.99,,,3.0,638.0,False
"Apple iPhone 12, 64/128/256GB - Unlocked - Used Very Good - All colors",iPhone 12,12.0,False,256.0,Used,204.99,,,10.0,2782.0,False
APPLE IPHONE 14 PLUS 128GB 256GB (FACTORY UNLOCKED) ✅1 YEAR WARANTY✅⚫⚪🔴✤SEALED✤,iPhone 14 Plus,14.0,False,128.0,New,416.95,,,10.0,434.0,False
APPLE IPHONE 15 128GB 256GB 512GB (FACTORY UNLOCKED) 🔋 100% BATTERY 🔋 ❖SEALED❖,iPhone 15,15.0,False,128.0,New,526.95,,,10.0,664.0,False
"Apple iPhone 14 Plus, 128- 256-512GB - Unlocked All Colors -Used Excellent",iPhone 14 Plus,14.0,False,512.0,Used,344.99,,,8.0,147.0,False
"Apple iPhone 14 Plus, 128- 256-512GB - Unlocked All Colors -Used Good",iPhone 14 Plus,14.0,False,512.0,Used,319.99,,,0.0,30.0,False
"Apple iPhone 13, 128/256/512GB - Unlocked - Used Good - All colors",iPhone 13,13.0,False,512.0,Used,244.99,,,10.0,3150.0,False
Apple iPhone 14 128GB - Fully Unlocked - VERY GOOD Condition,iPhone 14,14.0,False,128.0,Very Good - Refurbished,299.99,,,8.0,4325.0,False
"New Apple iPhone 13 MINI A2481 128/256/512GB 5.4"" FullyUnlocked ALL COLOR&MEMORY",iPhone 13 Mini,13.0,False,512.0,New,322.01,,,2.0,1.0,False
Apple iPhone 14 Plus 128GB - Fully Unlocked - FAIR Condition,iPhone 14 Plus,14.0,False,128.0,Used,274.99,,,5.0,18.0,False
APPLE IPHONE 16 - 128GB 256GB 512GB (FACTORY UNLOCKED) ✅APPLE WARRANTY✅ ❖SEALED❖,iPhone 16,16.0,False,128.0,New,649.95,,,10.0,194.0,False
Apple iPhone 15 128GB - Fully Unlocked- VERY GOOD Condition,iPhone 15,15.0,False,128.0,Very Good - Refurbished,389.99,,,0.0,1228.0,False
Apple iPhone 14 Plus Fully Unlocked (Any Carrier) SmartPhone 128GB/256GB,iPhone 14 Plus,14.0,False,128.0,Used,279.99,,,5.0,37.0,False
NEW SEALED Apple iPhone 13 MINI 128/256G Fully Unlocked GSM CDMA 2 YEAR WARRANTY,iPhone 13 Mini,13.0,False,128.0,New,321.01,,,2.0,1.0,False
New Sealed Apple iPhone 13 Mini/13/12 Mini Factory Unlocked 256G/128 ALL Carrier,iPhone 13 Mini,13.0,False,128.0,New,332.01,,,3.0,20.0,False
FACTORY NEW SEALED Apple iPhone 13 MINI 512GB-128G FULLY UNLOCKED 2Yr Warranty,iPhone 13 Mini,13.0,False,512.0,New,322.01,,,2.0,17.0,False
New Sealed Apple iPhone 13 Mini/12 Mini Factory Unlocked Smartphones ALL Carrier,iPhone 13 Mini,13.0,False,128.0,New,314.11,,,0.0,1.0,False
NEW SEALEDAPPLE IPHONE 14 PRO MAX 128GB 256G 512G 1TB FACTORY UNLOCKED COLORS,iPhone 14 Pro Max,14.0,True,128.0,New,745.12,,,2.0,64.0,False
NEW Apple iPhone 14 PRO MAX A2651 128/256/512GB Factory Unlocked 2 YEAR WARRANTY,iPhone 14 Pro Max,14.0,True,512.0,New,699.99,,,2.0,1.0,False
"Apple iPhone 13 Mini, 128/256/512GB - Unlocked - Refurbished Excellent",iPhone 13 Mini,13.0,False,512.0,Excellent - Refurbished,254.99,,,0.0,871.0,False
"Apple iPhone 12, 64/128/256GB - Unlocked - Refurbished Excellent",iPhone 12,12.0,False,256.0,Excellent - Refurbished,229.99,,,0.0,532.0,False
Factory New Sealed Box Apple iPhone 14 Pro Max 128GB 256G 512G Unlocked GSM+CDMA,iPhone 14 Pro Max,14.0,True,128.0,New,699.99,,,2.0,25.0,False
New Sealed Apple iPhone 14/14 Pro Max 128GB 256GB Factory Unlocked GSM+CDMA USA,iPhone 14,14.0,False,128.0,New,403.95,,,5.0,3.0,False
"New Apple iPhone 14 5G Unlocked - 128GB, 256GB, 512GB Factory Sealed in Box, US",iPhone 14,14.0,False,128.0,New,403.95,,,5.0,1.0,False
New Apple iPhone 13 Pro Max/14 Pro Max 128/256 Factory Unlocked GSM+CDMA 2-YR-WT,iPhone 13 Pro Max,13.0,True,128.0,New,409.95,,,10.0,1.0,False
New Apple iPhone 13 MINI A2481 128/256GB Factory Unlocked Sealed Box Smartphone,iPhone 13 Mini,13.0,False,256.0,New,321.01,,,2.0,3.0,False
"🔥 New Sealed Apple iPhone 13 (128/256GB) 5G, Factory Unlocked for All Carriers",iPhone 13,13.0,False,256.0,New,432.12,,,2.0,12.0,False
Apple iPhone 16 128GB Unlocked Excellent Condition,iPhone 16,16.0,False,128.0,Excellent - Refurbished,545.0,,,0.0,269.0,False
APPLE IPHONE 13 128GB 256GB 512GB (UNLOCKED) ✅ 1 YEAR ALLSTATE WARRANTY ✅❖GOOD❖,iPhone 13,13.0,False,128.0,Excellent - Refurbished,298.95,,,0.0,3.0,False
Apple iPhone 16 128GB Unlocked Smartphone A3081 Good Condition,iPhone 16,16.0,False,128.0,Good - Refurbished,518.0,,,3.0,108.0,False
Apple iPhone 17 Pro Max Model A3526.A19. 256GB/512GB/1TB/2TB - 3 colors=,iPhone 17 Pro Max,17.0,True,256.0,New,1703.11,,,2.0,18.0,False
New in Sealed Box Apple iPhone 13 Mini/12 Mini 128/256GB USA Unlocked Smartphone,iPhone 13 Mini,13.0,False,256.0,New,331.99,,,5.0,6.0,False
APPLE IPHONE 17 PRO MAX 256GB DEEP BLUE (UNLOCKED) ✅PHYSICAL SIM CARD ✅❖SEALED❖,iPhone 17 Pro Max,17.0,True,256.0,New,1738.95,,,2.0,6.0,False
APPLE IPHONE 17 256GB (FACTORY UNLOCKED) ✅DUAL PHYSICAL SIM CARD✅ A3521 ❖SEALED❖,iPhone 17,17.0,False,256.0,New,989.95,,,10.0,40.0,False
APPLE IPHONE 14 128GB 256GB 512GB (FACTORY UNLOCKED) ✅PHYSICAL SIM TRAY✅ ✤GOOD✤,iPhone 14,14.0,False,128.0,Good - Refurbished,349.95,,,0.0,15.0,False
Apple iPhone 12 PRO MAX 128GB BLUE (UNLOCKED) 🔋 100% BATTERY🔋 ✤SEALED✤,iPhone 12 Pro Max,12.0,True,128.0,New,432.95,,,10.0,8.0,False
New Sealed Apple iPhone 13 Mini 5G 128GB/256/512GB UNLOCKED GSM CDMA All Carrier,iPhone 13 Mini,13.0,False,128.0,New,322.01,,,2.0,1.0,False
New Sealed Apple iPhone 13 Mini/12 Mini Factory Unlocked 512-128GB ALL Carrier,iPhone 13 Mini,13.0,False,128.0,New,332.01,,,3.0,2.0,False
Apple iPhone 12 - 128GB BLUE (FACTORY UNLOCKED) 🔋 100% BATTERY🔋 ✤SEALED✤,iPhone 12,12.0,False,128.0,New,329.99,,,10.0,1.0,False
Apple iPhone 16 256GB Unlocked Good Condition,iPhone 16,16.0,False,256.0,Good - Refurbished,599.0,,,5.0,4.0,False
APPLE IPHONE 16 - 128GB BLACK (FACTORY UNLOCKED) ✅APPLE WARRANTY✅ ❖SEALED❖,iPhone 16,16.0,False,128.0,New,648.95,,,10.0,7.0,False
Apple iPhone 17 256 GB Lavender Factory Unlocked Brand New Sealed Box,iPhone 17,17.0,False,256.0,New,869.0,,,0.0,3.0,False
New Sealed Box Factory Unlocked Apple iPhone 16 128GB Pink,iPhone 16,16.0,False,128.0,New,628.0,,,2.0,2.0,False
NEW SEALED BOX Factory Unlocked Apple iPhone 17 256GB Black MG464LL/A,iPhone 17,17.0,False,256.0,New,829.95,,,3.0,1.0,False
"Apple iPhone 12 Pro Max, 128/256/512GB - Unlocked - Used Good (NO FACE ID)",iPhone 12 Pro Max,12.0,True,512.0,Used,269.99,,,0.0,83.0,False
Apple iPhone 12 64/128/256GB Unlocked -All colors - Used Good (NO FACE ID),iPhone 12,12.0,False,256.0,Used,154.99,,,0.0,513.0,False
"Apple iPhone 12 Pro Max, 128/256/512GB - Unlocked - Used Condition - All colors",iPhone 12 Pro Max,12.0,True,512.0,Used,264.99,,,0.0,20.0,False
"Apple iPhone 12, 64/128/256GB - Unlocked - Used Good - All colors",iPhone 12,12.0,False,256.0,Used,179.99,,,2.0,990.0,False
"Apple iPhone 14 Plus, 256/512GB - Unlocked All Colors - Used Condition",iPhone 14 Plus,14.0,False,512.0,Used,304.99,,,0.0,19.0,False
"Apple iPhone 13, 128/256/512GB - Unlocked - Used Excellent - All colors",iPhone 13,13.0,False,512.0,Used,294.99,,,10.0,601.0,False
"Apple iPhone 12 Pro Max, 128/256/512GB - Unlocked - Used Excellent",iPhone 12 Pro Max,12.0,True,512.0,Used,339.99,,,10.0,647.0,False
"Apple iPhone 13, 128/256/512GB - Unlocked - Used Very Good - All colors",iPhone 13,13.0,False,512.0,Used,264.99,,,10.0,2046.0,False
"Apple iPhone 14, 128/256/512GB, Unlocked - Refurbished Excellent",iPhone 14,14.0,False,512.0,Excellent - Refurbished,359.99,,,6.0,495.0,False
"Apple iPhone 14 Plus, 128- 256-512GB - Unlocked - Refurbished B Grade",iPhone 14 Plus,14.0,False,512.0,Very Good - Refurbished,309.99,,,0.0,33.0,False
"Apple iPhone 14, 128GB-256GB-512GB, Unlocked - Refurbished B Grade",iPhone 14,14.0,False,128.0,Very Good - Refurbished,289.99,,,0.0,24.0,False
"Apple iPhone 13 Mini, 128/256/512GB - Unlocked - Refurbished B Grade",iPhone 13 Mini,13.0,False,512.0,Very Good - Refurbished,229.99,,,10.0,38.0,False
"Apple iPhone 12 Pro Max, 128/256/512GB - Unlocked - Refurbished B Grade",iPhone 12 Pro Max,12.0,True,512.0,Very Good - Refurbished,349.99,,,0.0,95.0,False
Apple iPhone 14 Pro Max - 1 TB - (Unlocked) - A2651 - Black - Excellent,iPhone 14 Pro Max,14.0,True,1024.0,Used,649.99,,,10.0,1.0,False
Sealed in Box Apple iPhone 13 Unlocked 128GB 256GB All colors Good Condition,iPhone 13,13.0,False,128.0,Used,325.46,,,5.0,9.0,False
Apple iPhone 13 - 128GB 256GB Network Unlocked All colors Very Good Condition,iPhone 13,13.0,False,128.0,Used,325.46,,,10.0,6.0,False
Boxed - Apple iPhone 12 Pro Max 512GB (Unlocked) 5G withFACE ID,iPhone 12 Pro Max,12.0,True,512.0,Used,424.46,,,4.0,1.0,False
Apple iPhone 13 mini - 128 GB (Unlocked) Smartphone,iPhone 13 Mini,13.0,False,128.0,Used,287.15,,,3.0,2.0,False
Apple iPhone 12 Pro Max 128GB/256GB/512GB (Unlocked) with FACE ID Sealed in box,iPhone 12 Pro Max,12.0,True,128.0,Used,330.75,,,5.0,3.0,False
Apple iPhone 14 Blue 128GB Unlocked 5G Prestige A+ 100% Battery1Yr Warranty,iPhone 14,14.0,False,128.0,Open Box,275.99,,,3.0,71.0,False
Apple iPhone 13 Mini 128GB Blue - Factory Unlocked - Good Condition,iPhone 13 Mini,13.0,False,128.0,Used,219.94,,,4.0,85.0,False
Apple iPhone 13 - 128GB | 256GB - (Unlocked) AT&T Verizon T-Mobile Cricket Metro,iPhone 13,13.0,False,128.0,Very Good - Refurbished,275.45,289.95,5.0,0.0,161.0,False
Apple iPhone 14 | 14 Plus - 128GB | 256GB | 512GB (Unlocked) Smartphone,iPhone 14,14.0,False,128.0,Very Good - Refurbished,270.7,284.95,5.0,0.0,157.0,False
Apple iPhone 14 | 14 Plus 128GB | 256GB | 512GB (Unlocked) Smartphone Excellent,iPhone 14,14.0,False,128.0,Excellent - Refurbished,299.2,314.95,5.0,2.0,27.0,False
Apple iPhone 12 | 12 mini 64GB | 128GB | 256GB (Unlocked AT&T Verizon T-Mobile),iPhone 12,12.0,False,64.0,Open Box,142.45,149.95,5.0,5.0,61.0,False
In-Box Apple iPhone 13 Mini A2481 512GB 256GB 128GB Factory Unlocked- Excellent,iPhone 13 Mini,13.0,False,128.0,Open Box,289.95,,,10.0,145.0,False
Apple iPhone 12 Pro Max 128GB Graphite Unlocked - Very Good Condition,iPhone 12 Pro Max,12.0,True,128.0,Used,309.94,,,10.0,15.0,False
Apple iPhone 13 Mini - 128GB - Midnight Factory Unlocked - Very Good Condition,iPhone 13 Mini,13.0,False,128.0,Used,209.0,,,9.0,33.0,False
"Apple iPhone 14 Plus 6.7"" 5G Factory 🔓 Unlocked 128/256/512GB 1 Year Warranty",iPhone 14 Plus,14.0,False,512.0,Very Good - Refurbished,479.0,,,0.0,7.0,False
Apple iPhone 14 Plus (Product) Red 128GB - Unlocked - Very Good Condition,iPhone 14 Plus,14.0,False,128.0,Used,309.0,,,2.0,17.0,False
NEW Apple iPhone 14 5G Factory 🔓 Unlocked 100% 🔋 Battery 🛡️ 1 Year Warranty,iPhone 14,14.0,False,128.0,Open Box,379.0,,,10.0,595.0,False
Apple iPhone 14 Plus - Red - 128GB Unlocked - Good Condition,iPhone 14 Plus,14.0,False,128.0,Used,309.94,,,2.0,35.0,False
Apple iPhone 14 | 14 Plus - 128GB | 256GB | 512GB Unlocked T-Mobile AT&T - Good,iPhone 14,14.0,False,128.0,Good - Refurbished,289.7,304.95,5.0,0.0,16.0,False
Apple iPhone 14 - Red 128GB - Fully Unlocked - Good Condition,iPhone 14,14.0,False,128.0,Used,299.93,,,2.0,21.0,False
Apple iPhone 12 Blue 64GB Fully Unlocked - Good Condition,iPhone 12,12.0,False,64.0,Used,189.94,,,4.0,7.0,False
Apple iPhone 14 Plus - 128GB - Blue (Fully Unlocked) - Very Good Condition,iPhone 14 Plus,14.0,False,128.0,Used,309.94,,,2.0,14.0,False
Apple iPhone 14 - 128 GB - Midnight (Unlocked),iPhone 14,14.0,False,128.0,Good - Refurbished,299.0,,,4.0,1.0,False
Apple iPhone 13 Mini A2481 256GB Unlocked Excellent In-Box- 100% Battery Health,iPhone 13 Mini,13.0,False,256.0,Open Box,339.95,,,3.0,64.0,False
Apple iPhone 14 Plus 512GB Factory Unlocked Any Carrier GSM CDMA - Excellent,iPhone 14 Plus,14.0,False,512.0,Open Box,519.95,,,6.0,30.0,False
Apple iPhone 14 - 128GB - Black - Fully Unlocked 5G E-Sim - Visible Scratches,iPhone 14,14.0,False,128.0,Used,239.99,,,9.0,14.0,False
Apple iPhone 14 - 128 GB - Blue - Fully Unlocked 5G Smartphone (Heavy Scratches),iPhone 14,14.0,False,128.0,Used,234.99,,,5.0,2.0,False
Apple iPhone 14 Plus - 128GB - Blue - Fully Unlocked 5G E-Sim (Heavy Scratches),iPhone 14 Plus,14.0,False,128.0,Used,249.99,,,3.0,6.0,False
Apple iPhone 14 Plus - 128 GB - Black - Fully Unlocked (Heavy Scratches),iPhone 14 Plus,14.0,False,128.0,Used,249.99,,,10.0,1.0,False
Apple iPhone 14 Pro Max - 128GB Deep Purple (Unlocked) - Very Good Condition,iPhone 14 Pro Max,14.0,True,128.0,Used,459.95,,,10.0,3.0,False
Apple iPhone 14 Pro Max - 128GB Deep Purple (Unlocked) - Good Condition,iPhone 14 Pro Max,14.0,True,128.0,Used,459.0,,,4.0,6.0,False
Apple iPhone 15 128GB Unlocked - Very Good,iPhone 15,15.0,False,128.0,Very Good - Refurbished,384.99,799.0,51.82,6.0,108.0,False
Apple iPhone 15 128GB Unlocked - Good,iPhone 15,15.0,False,128.0,Good - Refurbished,369.99,799.0,53.69,0.0,116.0,False
Apple iPhone 15 Pro 128GB Unlocked - Excellent,iPhone 15 Pro,15.0,True,128.0,Excellent - Refurbished,489.99,999.0,50.95,5.0,67.0,False
Apple iPhone 13 Mini - 128GB - Pink (Factory Unlocked) - Good Condition,iPhone 13 Mini,13.0,False,128.0,Used,229.0,,,3.0,2.0,False
Apple iPhone 15 128GB Unlocked - Excellent,iPhone 15,15.0,False,128.0,Excellent - Refurbished,399.99,799.0,49.94,0.0,211.0,False
Apple iPhone 15 Plus 128GB Unlocked - Excellent,iPhone 15 Plus,15.0,False,128.0,Excellent - Refurbished,429.99,899.0,52.17,10.0,51.0,False
Apple iPhone 14 256GB Factory Unlocked A2649 Open Box All Colors All Networks 5G,iPhone 14,14.0,False,256.0,Open Box,389.95,,,0.0,2.0,False
Apple iPhone 13 - 256GB - Blue - Factory Unlocked - Very Good Condition,iPhone 13,13.0,False,256.0,Used,289.0,,,2.0,2.0,False
Apple iPhone 13 Mini 128GB Blue - Factory Unlocked - Very Good Condition,iPhone 13 Mini,13.0,False,128.0,Used,224.94,,,3.0,6.0,False
Apple iPhone 15 128GB Unlocked - Open Box,iPhone 15,15.0,False,128.0,Open Box,434.99,799.0,45.56,10.0,4.0,False
New Apple iPhone 17 256GB Black Unlocked *Never Used* 1-Yr Apple Warranty,iPhone 17,17.0,False,256.0,Open Box,799.99,,,0.0,1.0,False
New Apple iPhone 17 256GB Black Unlocked Apple Warranty *Never Used*,iPhone 17,17.0,False,256.0,Open Box,784.99,,,4.0,2.0,False
New Apple iPhone 16 128GB Black (Verizon Only) 1-Year Apple Warranty,iPhone 16,16.0,False,128.0,New,499.99,,,5.0,3.0,False
New Apple iPhone 17 256GB White (Verizon ONLY) *Never Used* Battery cycle: 0,iPhone 17,17.0,False,256.0,Open Box,659.99,,,4.0,4.0,False
Apple iPhone 14 - 128GB - Midnight (Unlocked) A2649 Brand New Sealed A15 5G,iPhone 14,14.0,False,128.0,New,403.0,,,2.0,1.0,False
New Sealed Apple iPhone 17 256GB Black Unlocked 1-Year Apple Warranty *Sealed*,iPhone 17,17.0,False,256.0,New,848.99,,,0.0,1.0,False
New *Sealed* Apple iPhone 17 Pro Max 1TB Silver Unlocked 1-Year Apple Warranty,iPhone 17 Pro Max,17.0,True,1024.0,New,1699.99,,,3.0,2.0,False
Apple iPhone 13 - 128GB | 256GB - (Unlocked) T-Mobile Verizon AT&T - Excellent,iPhone 13,13.0,False,128.0,Excellent - Refurbished,294.45,309.95,5.0,2.0,27.0,False
Apple iPhone 14 256GB Factory Unlocked All A2649 All Colors In-Box Excellent,iPhone 14,14.0,False,256.0,Open Box,399.95,,,0.0,29.0,False
"NEW Apple iPhone 14 PLUS 6.7"" Factory Unlocked 🔓 100% 🔋 Battery 256GB / 512GB",iPhone 14 Plus,14.0,False,256.0,Open Box,439.0,,,4.0,421.0,False
"✅ Apple iPhone 14 PLUS 6.7"" 5G Factory 🔓 Unlocked with 1 Year Warranty 128/256",iPhone 14 Plus,14.0,False,128.0,Very Good - Refurbished,398.0,,,0.0,24.0,False
"Apple iPhone 14 6.1"" Factory 🔓 Unlocked with 100% 🔋 Battery (1 Year Warranty)",iPhone 14,14.0,False,128.0,Very Good - Refurbished,349.0,,,4.0,32.0,False
Apple iPhone 14 Plus 14+ Factory Unlocked 128GB A2632 1Y Extended W Great Used,iPhone 14 Plus,14.0,False,128.0,Excellent - Refurbished,369.99,,,0.0,1.0,False
Apple iPhone 13 - 128GB | 256GB - Unlocked AT&T Verizon T-Mobile Cricket - Good,iPhone 13,13.0,False,128.0,Good - Refurbished,256.45,269.95,5.0,7.0,66.0,False
Apple iPhone 13 Mini A2481 256GB 128GB Unlocked Excellent - 100% Battery Health,iPhone 13 Mini,13.0,False,128.0,Open Box,294.95,,,0.0,15.0,False
Apple iPhone 14 Plus 512GB Factory Unlocked GSM CDMA Excellent In Box All Colors,iPhone 14 Plus,14.0,False,512.0,Open Box,489.9,,,6.0,5.0,False
Open Box Apple iPhone 13 128GB A2631 Factory Unlocked black White colors,iPhone 13,13.0,False,128.0,Open Box,314.99,,,8.0,1.0,False
Apple iPhone 12 128GB - Black - Fully Unlocked 5G Smartphone (Heavy Scratches),iPhone 12,12.0,False,128.0,Used,154.95,,,10.0,28.0,False
Apple iPhone 14 - 128GB - Midnight - Fully Unlocked (Heavy Scratches),iPhone 14,14.0,False,128.0,Used,219.99,,,10.0,2.0,False
Apple iPhone 13 Mini A2481 256GB Factory Unlocked 100% Battery -Open Box,iPhone 13 Mini,13.0,False,256.0,Open Box,344.95,,,0.0,5.0,False
Apple iPhone 13 Mini A2481 256GB Factory Unlocked In-Box Blue (Read Desc),iPhone 13 Mini,13.0,False,256.0,Used,319.95,,,3.0,1.0,False
NEW OB Apple iPhone 16 128GB Black UNLOCKED w/Apple Warr thru Dec 2026!,iPhone 16,16.0,False,128.0,New,645.15,,,0.0,2.0,False
Apple iPhone 14 128GB Factory Unlocked GSM + CDMA EXCELLENT 100% Battery,iPhone 14,14.0,False,128.0,Open Box,369.95,,,0.0,1.0,False
"Apple iPhone 14 128GB Factory Unlocked All Networks A2649 Open Box, All Colors",iPhone 14,14.0,False,128.0,Open Box,359.95,,,0.0,3.0,False
Apple iPhone 14 256GB A2649 Unlocked Smartphone - Excellent,iPhone 14,14.0,False,256.0,Excellent - Refurbished,308.29,,,0.0,1.0,False
New Sealed Apple iPhone 17 256GB White Unlocked 1-Year Apple Warranty *Sealed*,iPhone 17,17.0,False,256.0,New,849.99,,,0.0,1.0,False
New Open Box Apple iPhone 16 128GB Black Unlocked *Never Used* Battery cycle 0,iPhone 16,16.0,False,128.0,Open Box,594.99,,,2.0,1.0,False
New Apple iPhone 17 Pro Max 256GB Silver Unlocked Direct From Apple *Sealed*,iPhone 17 Pro Max,17.0,True,256.0,New,1439.99,,,2.0,2.0,False
Apple iPhone 15 128GB Unlocked Excellent Condition - All Colors,iPhone 15,15.0,False,128.0,Excellent - Refurbished,409.99,,,3.0,112.0,False
Apple iPhone 13 - 128GB | 256GB - Unlocked AT&T T-Mobile Verizon Metro Cricket,iPhone 13,13.0,False,128.0,Open Box,256.45,269.95,5.0,7.0,125.0,False
Apple iPhone 13 - 128GB | 256GB - Unlocked AT&T Verizon T-Mobile Cricket Metro,iPhone 13,13.0,False,128.0,Very Good - Refurbished,275.45,289.95,5.0,0.0,118.0,False
Apple iPhone 14 | 14 Plus 128GB | 256GB | 512GB - Unlocked AT&T Verizon T-Mobile,iPhone 14,14.0,False,128.0,Open Box,280.2,294.95,5.0,0.0,50.0,False
Apple iPhone 12 | 12 mini 64GB | 128GB | 256GB - Unlocked AT&T Verizon T-Mobile,iPhone 12,12.0,False,64.0,Open Box,142.45,149.95,5.0,5.0,193.0,False
Apple iPhone 12 | 12 mini - 64GB 128GB 256GB - Unlocked AT&T T-Mobile Verizon,iPhone 12,12.0,False,64.0,Very Good - Refurbished,156.7,164.95,5.0,0.0,1073.0,False
Apple iPhone 16 128GB Black Unlocked - NEW & SEALED,iPhone 16,16.0,False,128.0,New,649.99,,,4.0,34.0,False
Apple iPhone 16 - Unlocked - Ultramarine - 128GB - Excellent,iPhone 16,16.0,False,128.0,Excellent - Refurbished,569.0,,,0.0,6.0,False
Apple iPhone 16 128GB Unlocked Excellent Condition - All Colors,iPhone 16,16.0,False,128.0,Excellent - Refurbished,569.99,,,2.0,48.0,False
Apple iPhone 16 128GB Unlocked Very Good Condition - All Colors,iPhone 16,16.0,False,128.0,Very Good - Refurbished,549.99,,,0.0,33.0,False
Apple iPhone 12 | 12 mini - 64GB 128GB 256GB - Unlocked AT&T T-Mobile Verizon,iPhone 12,12.0,False,64.0,Good - Refurbished,142.45,149.95,5.0,5.0,203.0,False
